45/69,7.25G,0.01803,0.009993,0,0.02802,23,640,0.7437,0.6334,0.7143,0.5951,0.02371,0.005811,0
46/69,7.25G,0.01794,0.009881,0,0.02782,10,640,0.7816,0.607,0.7132,0.5946,0.02374,0.005818,0
47/69,7.25G,0.01782,0.009799,0,0.02762,20,640,0.7749,0.6109,0.7119,0.5935,0.02373,0.005825,0
48/69,7.25G,0.01788,0.009945,0,0.02783,20,640,0.7694,0.6136,0.7112,0.5925,0.02372,0.005834,0
49/69,7.25G,0.01771,0.009694,0,0.0274,10,640,0.7767,0.6083,0.7105,0.5917,0.02375,0.005843,0
50/69,7.25G,0.01771,0.009797,0,0.02751,14,640,0.7704,0.6129,0.71,0.5913,0.02375,0.005849,0
51/69,7.25G,0.0175,0.009557,0,0.02705,9,640,0.7769,0.6078,0.7087,0.5895,0.02376,0.005861,0
52/69,7.25G,0.01755,0.009596,0,0.02714,14,640,0.7383,0.6315,0.7074,0.5882,0.02376,0.005868,0
53/69,7.25G,0.01747,0.009635,0,0.0271,19,640,0.7472,0.6251,0.7064,0.587,0.02376,0.005878,0
54/69,7.25G,0.01733,0.009504,0,0.02683,10,640,0.7379,0.6295,0.7055,0.5861,0.02379,0.005889,0
55/69,7.25G,0.01723,0.009523,0,0.02675,17,640,0.7291,0.6351,0.7046,0.5856,0.0238,0.005899,0
56/69,7.25G,0.01721,0.009449,0,0.02666,20,640,0.7275,0.6366,0.7038,0.5847,0.0238,0.005909,0
57/69,7.25G,0.01702,0.009343,0,0.02637,7,640,0.7236,0.6383,0.7029,0.5838,0.02381,0.005919,0
58/69,7.25G,0.01703,0.009296,0,0.02633,10,640,0.7247,0.6369,0.7013,0.5826,0.02383,0.005937,0
59/69,7.25G,0.01694,0.009259,0,0.0262,12,640,0.7291,0.6315,0.7003,0.5809,0.02385,0.005951,0
60/69,7.25G,0.01684,0.009127,0,0.02597,40,640,0.7351,0.6267,0.6993,0.5806,0.02386,0.005966,0
61/69,7.25G,0.01679,0.009127,0,0.02592,16,640,0.7366,0.6231,0.6975,0.5794,0.02387,0.005983,0
62/69,7.25G,0.01679,0.009162,0,0.02595,8,640,0.7271,0.63,0.6971,0.5787,0.02387,0.005999,0
63/69,7.25G,0.01659,0.008895,0,0.02549,27,640,0.7384,0.6194,0.6956,0.5778,0.0239,0.006017,0
64/69,7.25G,0.01654,0.008866,0,0.02541,16,640,0.731,0.6234,0.6948,0.5759,0.02394,0.006029,0
65/69,7.25G,0.01648,0.008796,0,0.02527,14,640,0.7416,0.6157,0.6932,0.5738,0.02396,0.00605,0
66/69,7.25G,0.01645,0.008787,0,0.02524,8,640,0.736,0.6175,0.6915,0.5715,0.02398,0.006076,0
67/69,7.25G,0.01629,0.008693,0,0.02499,3,640,0.7511,0.6058,0.6895,0.5694,0.02401,0.006101,0
68/69,7.25G,0.01627,0.008705,0,0.02498,27,640,0.7536,0.6024,0.6883,0.568,0.02404,0.006127,0
69/69,7.25G,0.01622,0.008689,0,0.02491,28,640,0.6964,0.6407,0.6871,0.5661,0.02406,0.006154,0
